OrderDetailID,OrderID,ProductID,Discount,Quantity
401,25540627,67,0.1,2
402,21657853,15,0.1,4
403,21657853,43,0.35,4
404,21657853,2,0.1,6
405,21657853,9,,5
406,21657853,4,,6
407,13515682,88,0.5,11
408,23846264,30,,6
409,22520395,27,,2
410,15629016,52,0.35,7
411,13076849,85,0.4,3
412,13076849,44,,2
413,24040727,49,,2
414,25940123,33,,9
415,25940123,40,,14
416,25940123,46,,4
417,22801336,89,,2
418,21441570,86,0.15,2
419,23108517,62,0.5,5
420,21010958,31,,2
421,21010958,57,,6
422,23108517,30,0.5,2
423,23108517,13,0.5,1
424,14812190,24,0.1,3
425,15193547,38,0.2,5
426,15193547,72,0.5,3
427,15193547,78,0.5,2
428,15193547,51,0.5,4
429,23684586,62,0.1,4
430,23684586,6,0.1,3
431,23525697,78,0.4,2
432,15193547,30,0.5,3
433,15193547,42,0.5,6
434,23525697,48,,3
435,15495847,14,0.1,2
436,15495847,80,,13
437,14603506,72,0.5,3
438,22486841,5,,4
439,23630624,7,,1
440,23630624,46,,2
441,23876549,48,,1
442,24767717,46,,6
443,22464932,32,,8
444,22464932,30,,9
445,22464932,75,,3
446,22464932,72,0.1,3
447,22464932,17,,3
448,22464932,15,0.15,4
449,25444769,40,0.1,3
450,11152860,55,0.5,2
451,25754966,38,,7
452,12159764,92,,3
453,12159764,7,0.3,4
454,12159764,40,,4
455,24691256,6,0.1,3
456,24691256,94,,8
457,24691256,91,0.15,4
458,21455810,26,0.1,1
459,21455810,81,,4
460,21137137,7,0.1,5
461,24845310,47,,3
462,24845310,31,,3
463,24845310,16,,2
464,21748043,4,,3
465,25814037,52,,5
466,12011704,16,,3
467,12011704,38,0.4,2
468,12011704,69,,5
469,22399281,86,,2
470,22399281,42,,12
471,23540276,53,0.1,3
472,23540276,78,0.1,2
473,23540276,93,0.1,5
474,23540276,51,0.1,1
475,23953366,5,,5
476,23540276,78,0.1,3
477,23540276,89,0.1,3
478,24077297,19,0.2,2
479,24077297,12,,2
480,24077297,89,0.1,1
481,23862536,90,0.1,1
482,23862536,9,0.1,3
483,15721470,55,0.15,3
484,24351826,83,,3
485,13466484,2,0.6,2
486,22858219,54,,2
487,22858219,43,,11
488,23972371,22,0.1,4
489,12975588,60,0.1,3
490,14648014,7,,4
491,14648014,5,,3
492,14648014,25,,3
493,14648014,84,0.4,4
494,22542245,23,,3
495,21858721,39,,5
496,25039850,76,,12
497,25039850,14,,3
498,25596924,73,,4
499,25596924,46,0.4,2
500,21276768,30,0.1,4
501,21276768,29,0.1,2
502,21749151,48,,3
503,21749151,57,,9
504,21418466,69,,4
505,21418466,50,,2
506,21418466,51,0.1,4
507,23398154,17,0.1,2
508,24815184,69,,1
509,21536399,70,,3
510,23286627,31,0.5,1
511,23286627,8,0.5,3
512,23286627,27,0.5,6
513,12911544,61,0.15,3
514,24240072,85,,2
515,24240072,32,,2
516,24741318,3,0.1,2
517,21586186,78,0.5,3
518,11925845,28,0.3,2
519,24351366,90,,2
520,24351366,22,,5
521,25952460,79,,3
522,14913699,40,0.3,3
523,15810579,6,0.5,3
524,15810579,89,0.5,2
525,21951083,85,,5
526,14320455,17,,8
527,14320455,76,0.15,2
528,14752666,46,,5
529,14752666,74,0.1,2
530,14752666,24,,3
531,14752666,33,0.1,2
532,21974768,8,,2
533,25273102,14,0.1,5
534,25273102,87,0.1,9
535,24806518,42,,11
536,22931507,9,,2
537,14726397,74,0.15,6
538,24806518,31,,1
539,22621167,87,,3
540,22621167,59,,4
541,15781543,81,0.5,9
542,21868803,58,,6
543,21868803,33,,8
544,21868803,17,,2
545,23654318,14,,4
546,23654318,63,,1
547,21868803,88,,4
548,22413369,5,0.1,6
549,24154402,81,0.1,2
550,24154402,51,0.1,4
551,24154402,39,0.1,7
552,22413369,28,,9
553,22413369,93,,1
554,24154402,30,0.1,3
555,24154402,79,,2
556,24154402,85,,1
557,24154402,42,0.1,7
558,22413369,65,,4
559,24154402,52,,4
560,21259965,75,,3
561,21562184,72,,3
562,25867473,57,,7
563,25867473,50,,6
564,11887131,78,0.5,2
565,12289083,38,0.1,3
566,13462831,58,0.5,3
567,25253790,5,,7
568,21689666,43,,2
569,22071029,90,,2
570,21630549,49,,2
571,21815211,47,,3
572,25499567,17,,1
573,25499567,5,0.15,2
574,21702031,61,,4
575,15084706,75,0.4,2
576,15084706,12,0.4,5
577,25298002,3,,7
578,14028329,16,0.4,2
579,14028329,62,0.1,7
580,23276063,7,,2
581,22911640,18,,2
582,23978514,48,,3
583,22736116,31,0.2,4
584,22736116,46,0.2,2
585,22736116,13,0.1,2
586,22736116,5,0.1,5
587,23080574,31,,12
588,15334146,60,0.1,5
589,25729514,78,,2
590,11260172,9,0.5,3
591,25743387,54,,2
592,24821517,27,0.1,5
593,23965225,22,,4
594,23965225,87,0.15,7
595,23814488,9,,8
596,23814488,79,,4
597,23616229,82,,5
598,24514717,79,,4
599,24514717,90,,9
600,24514717,28,0.1,1
601,24514717,77,,3
602,25693995,43,,2
603,25693995,25,,2
604,21322522,10,,2
605,23975285,93,0.1,5
606,21084683,18,,2
607,21084683,2,,5
608,14004093,63,0.5,4
609,14004093,75,0.5,7
610,22625537,75,,2
611,24384804,17,,7
612,24384804,90,,2
613,21849602,13,,7
614,21849602,85,,4
615,11646767,33,0.1,4
616,11646767,27,0.1,6
617,21210983,72,,8
618,25605335,47,,4
619,25605335,42,,2
620,24314290,16,,4
621,21647855,66,0.1,3
622,22410472,33,,4
623,22410472,31,,3
624,12226067,18,0.3,3
625,12226067,1,,5
626,12226067,87,,2
627,12226067,49,,1
628,12226067,57,,2
629,15521557,76,0.6,5
630,15521557,41,0.5,2
631,15521557,18,0.5,5
632,21656997,5,,3
633,21656997,11,,4
634,14977940,76,0.5,5
635,14977940,50,0.5,1
636,25239101,94,,1
637,25239101,53,,3
638,25239101,31,0.1,3
639,13202706,17,0.4,2
640,15718509,8,,2
641,15718509,46,0.4,12
642,23074997,3,,6
643,24024349,45,0.15,3
644,21916591,89,,2
645,14685233,3,0.5,1
646,23954575,61,0.1,5
647,22041772,51,,2
648,11626202,88,0.5,8
649,23864297,28,0.6,5
650,23864297,51,0.5,3
651,23864297,86,0.5,3
652,24805316,26,,2
653,24805316,90,,2
654,24261696,59,,3
655,24261696,58,,6
656,25532122,93,,2
657,25532122,63,,7
658,25532122,94,0.1,2
659,25532122,81,,5
660,22264751,6,0.1,3
661,24188705,8,,2
662,13760449,20,0.2,3
663,13760449,93,0.1,2
664,13760449,27,0.1,4
665,13760449,91,0.1,2
666,22954601,23,,1
667,22230157,50,0.1,9
668,21679370,75,,3
669,22230157,69,,2
670,22230157,16,0.15,6
671,25585896,26,,5
672,22469850,39,,8
673,22469850,32,,3
674,25421072,63,,11
675,25335946,77,,1
676,25335946,12,,4
677,25335946,11,,3
678,25335946,31,,5
679,25699335,48,,1
680,25699335,20,,8
681,24256146,47,,3
682,24256146,47,,2
683,24256146,79,,5
684,23159486,9,,2
685,13708838,16,0.5,7
686,13708838,72,0.5,4
687,25666533,26,,8
688,25666533,87,0.1,1
689,24405425,23,,2
690,21591803,19,0.15,6
691,24154564,36,,3
692,21480594,1,0.1,3
693,21480594,39,,2
694,22585328,41,,2
695,22585328,63,,5
696,21417751,58,,4
697,23670390,87,0.4,6
698,25389104,42,0.1,3
699,25803751,13,,2
700,25803751,15,,4
701,25389104,83,,1
702,25775498,51,,4
703,25389104,5,,2
704,22720769,40,,4
705,22695590,48,,11
706,22695590,7,,3
707,21761215,80,,2
708,21761215,34,,5
709,21761215,67,,4
710,21761215,22,0.4,5
711,22257437,33,0.1,5
712,22257437,91,0.1,9
713,25539778,87,,4
714,25644297,26,,7
715,25644297,75,,3
716,25579266,74,0.1,1
717,22969148,34,,2
718,22969148,19,,4
719,22969148,5,,4
720,22969148,90,0.4,3
721,22969148,7,0.4,2
722,25827080,10,0.1,3
723,24606457,10,,2
724,21886093,60,,5
725,14318512,82,0.4,4
726,22087720,19,,1
727,22087720,41,,4
728,22087720,87,,5
729,22087720,40,,4
730,22302372,40,,1
731,22302372,17,,3
732,22302372,69,,2
733,22302372,65,,7
734,22324896,54,,2
735,25630309,61,,3
736,24942506,32,0.1,9
737,22571502,63,,3
738,22571502,51,0.4,2
739,21579115,26,,3
740,21579115,92,,1
741,23215372,23,,3
742,21881074,32,,4
743,21881074,4,,2
744,21881074,56,0.1,3
745,21881074,92,0.1,4
746,21712442,79,,4
747,21712442,51,,2
748,21712442,49,,2
749,21712442,33,,2
750,24292823,12,0.1,5
751,21712442,44,,7
752,24421897,48,,3
753,11298611,5,0.5,8
754,21930667,18,0.1,2
755,23737786,83,,2
756,21930667,75,0.1,2
757,11088680,43,0.5,4
758,12753313,36,0.1,3
759,22720307,87,0.15,7
760,22246685,63,,3
761,22566881,56,0.1,3
762,25340910,48,,3
763,25340910,17,,1
764,22566881,93,,5
765,22566881,57,,1
766,22566881,90,0.1,5
767,25340910,89,,2
768,25340910,24,0.1,7
769,15361439,90,,5
770,15361439,51,,3
771,15361439,82,,3
772,23937871,70,,2
773,21950038,14,,2
774,24372047,38,,2
775,15808077,83,0.5,2
776,22225020,62,0.1,3
777,22225020,84,0.1,2
778,11471798,48,0.4,2
779,12506333,27,0.6,4
780,24351964,13,,2
781,12506333,67,0.4,5
782,12506333,60,0.4,1
783,12506333,91,0.4,3
784,12506333,61,0.4,12
785,12506333,62,0.4,5
786,21088527,41,,4
787,24942190,63,0.1,2
788,21494790,79,,5
789,11549226,81,0.5,14
790,11549226,4,0.5,3
791,11549226,70,0.5,3
792,11549226,55,0.5,3
793,22337809,33,0.1,4
794,25483343,88,,3
795,22972550,16,,4
796,22972550,5,,3
797,22972550,3,,2
798,22972550,19,0.4,3
799,25235241,56,,3
800,25235241,41,,2
801,25235241,51,0.15,2
802,23711955,53,0.2,2
803,24801998,78,0.1,3
804,24801998,19,,7
805,24894552,28,,1
806,24156324,1,,1
807,23711955,78,,1
808,23945713,22,,3
809,25227949,19,,5
810,24776761,22,,6
811,23081212,18,,2
812,23081212,44,,4
813,23081212,40,,2
814,15115918,75,0.6,2
815,13941469,46,0.2,5
816,13941469,58,0.5,6
817,24184901,84,,4
818,24184901,2,,3
819,23734581,86,,2
820,11097469,49,0.1,3
821,11097469,41,0.15,3
822,14045107,4,0.5,4
823,14045107,79,0.5,3
824,21401137,70,,6
825,21401137,81,0.1,2
826,21539879,80,,4
827,21539879,31,0.1,6
828,21539879,59,0.1,3
829,14081442,56,,4
830,22123345,30,,2
831,14626649,43,,2
832,14626649,6,,4
833,22681822,79,0.1,5
834,22681822,92,,3
835,22681822,39,,4
836,22886437,52,,6
837,22886437,47,,3
838,22886437,8,,2
839,23577688,94,0.1,3
840,12668777,72,0.5,2
841,12668777,59,0.5,2
842,21818378,38,,4
843,21818378,90,,4
844,21818378,26,,1
845,24557691,35,0.1,6
846,24557691,30,,2
847,24557691,62,,6
848,21875818,53,0.1,4
849,21875818,32,0.1,2
850,21875818,90,,3
851,21875818,29,0.1,4
852,22382517,16,,3
853,22382517,34,,7
854,22382517,35,,2
855,22382517,20,,5
856,22382517,35,0.4,3
857,12800134,33,0.5,2
858,12800134,83,0.5,8
859,21875818,7,,5
860,22382517,17,,9
861,25729876,18,,2
862,22627929,88,,2
863,22187197,33,0.1,6
864,22187197,36,,2
865,22619050,25,,2
866,22619050,48,,2
867,22619050,65,0.1,4
868,22619050,26,,3
869,23248922,71,,12
870,23248922,20,0.1,9
871,23448503,93,0.1,3
872,22613634,62,,2
873,22613634,91,,3
874,22613634,16,,2
875,22613634,73,,3
876,22613634,86,,2
877,25496709,48,,2
878,22613634,70,,5
879,22069466,76,,2
880,22069466,66,,5
881,13267917,64,0.5,2
882,13157915,1,0.5,4
883,21458159,37,0.1,7
884,25265774,31,,5
885,25265774,90,,2
886,22979959,76,,6
887,22979959,81,0.1,8
888,24145029,68,,12
889,15663038,51,0.15,3
890,22660418,27,,5
891,24508489,23,0.5,4
892,24508489,52,0.5,3
893,22130034,62,,3
894,25177366,12,,3
895,23284889,46,,1
896,11165265,28,0.5,2
897,21770042,75,,3
898,21770042,6,,5
899,21770042,75,,3
900,24587082,61,0.1,2
901,13586982,90,0.1,2
902,13586982,71,0.1,4
903,13586982,3,,5
904,23848020,81,,7
905,11327965,11,,2
906,22846240,10,0.2,3
907,22846240,15,0.5,5
908,22846240,66,0.5,3
909,25380791,3,0.1,2
910,22592061,62,,5
911,25380791,60,,1
912,25380791,48,0.1,3
913,25380791,56,,5
914,24507133,3,,1
915,23285117,80,0.35,3
916,23202814,13,,5
917,23202814,19,,3
918,25608714,93,,3
919,25608714,33,,5
920,25608714,10,,5
921,25608714,89,,1
922,21647523,61,0.1,2
923,21647523,70,,5
924,25649807,63,,6
925,25649807,29,,3
926,25957496,20,0.15,2
927,21653919,11,,5
928,21653919,28,,4
929,21653919,77,0.1,1
930,14311428,12,,3
931,24314394,28,,3
932,22021080,24,,3
933,21426891,59,0.1,4
934,21419565,36,,3
935,21941919,18,,2
936,21426891,78,,4
937,21426891,73,,10
938,25315807,79,0.1,2
939,25083754,85,,2
940,25083754,91,,4
941,23714548,80,,4
942,14771701,10,0.1,3
943,14771701,66,,4
944,14771701,66,,2
945,14771701,75,,2
946,22945927,30,,3
947,25912381,34,,3
948,25858551,83,,8
949,23369614,78,,5
950,25858551,5,0.15,3
951,25796288,33,,5
952,25796288,60,0.1,7
953,24709704,24,,6
954,24709704,40,,3
955,13183678,60,0.2,5
956,13183678,70,0.2,7
957,13183678,91,0.1,3
958,13183678,18,0.1,2
959,13183678,10,0.1,3
960,25356008,18,,3
961,23667388,24,,3
962,25441485,60,0.1,3
963,15351596,90,0.5,7
964,23156142,41,,3
965,21012469,38,,3
966,21708709,10,0.1,5
967,21708709,48,,3
968,21708709,40,,6
969,21708709,29,,9
970,21708709,67,0.1,2
971,11900372,30,,8
972,11900372,9,0.1,3
973,25908162,52,,2
974,12743644,25,,2
975,12743644,48,0.15,3
976,25251246,71,0.15,4
977,24106405,5,0.1,9
978,24106405,44,0.1,5
979,24106405,2,0.2,3
980,25426048,41,,5
981,23186072,29,,4
982,23186072,57,,3
983,23186072,41,,5
984,25739780,56,,3
985,13459226,44,0.1,2
986,15015979,36,,5
987,15015979,1,,5
988,15015979,85,,3
989,15015979,62,,7
990,15015979,45,0.4,4
991,15015979,79,0.4,2
992,22347754,52,,3
993,22867068,51,,2
994,24366058,28,,3
995,24366058,93,,2
996,22822760,44,,1
997,25008680,66,,5
998,25269399,65,,2
999,21878168,74,,3
1000,23822720,12,,7
1001,21456978,47,,8
1002,21456978,52,,4
1003,21456978,62,,2
1004,23822720,6,,7
1005,23822720,71,,1
1006,22677554,55,,5
1007,22677554,11,,4
1008,23020748,75,,2
1009,21222857,52,0.6,5
1010,21222857,39,0.6,2
1011,21222857,30,0.6,9
1012,21222857,90,0.5,9
1013,21702658,32,0.4,1
1014,13461936,1,,2
1015,13461936,88,,3
1016,13461936,3,,6
1017,13461936,82,0.4,9
1018,23592923,60,,6
1019,23592923,49,0.1,2
1020,23592923,55,,5
1021,23592923,2,,7
1022,23592923,43,0.15,4
1023,23592923,32,0.15,5
1024,23592923,84,0.15,4
1025,24316248,9,0.2,4
1026,23041134,76,,1
1027,15001459,65,0.5,2
1028,15001459,22,0.5,2
1029,23249450,22,,2
1030,23249450,58,,2
1031,25464858,82,,8
1032,24443251,80,,3
1033,23058868,51,,2
1034,23058868,60,,5
1035,21878479,41,,5
1036,22045003,68,0.5,9
1037,21273737,81,,2
1038,21941756,75,,2
1039,21941756,21,,5
1040,21941756,44,0.1,5
1041,14480159,45,,5
1042,14480159,24,0.1,5
1043,14480159,43,,8
1044,23259196,68,,3
1045,23259196,27,,2
1046,23259196,28,0.1,6
1047,23259196,4,,2
1048,11289488,39,0.5,2
1049,11289488,12,0.5,2
1050,11289488,62,0.5,3
1051,24694484,76,,2
1052,25961845,77,,3
1053,25834860,71,0.1,2
1054,22673474,21,,8
1055,15989878,45,0.5,3
1056,22083843,84,,3
1057,22083843,1,,4
1058,22083843,1,,2
1059,24559599,43,,1
1060,22520255,78,,1
1061,12600640,5,0.1,1
1062,12600640,47,0.1,3
1063,12600640,3,0.2,5
1064,12600640,40,0.2,5
1065,24816650,50,,6
1066,24816650,72,,5
1067,24816650,40,,6
1068,23540258,94,,4
1069,24395271,91,,4
1070,24395271,45,,4
1071,21228490,77,0.1,1
1072,21228490,19,,5
1073,21228490,35,,1
1074,14259846,34,0.4,1
1075,15982785,82,0.5,5
1076,22872060,22,,2
1077,22872060,93,,9
1078,25186238,22,,1
1079,21298103,80,,3
1080,14378136,80,0.1,5
1081,14378136,93,0.1,2
1082,14378136,21,0.1,6
1083,21205554,73,,3
1084,11396210,63,,2
1085,21502054,49,0.1,3
1086,25383642,86,,5
1087,25383642,50,,3
1088,25383642,68,0.1,2
1089,25383642,29,,3
1090,24915337,6,,4
1091,23257006,39,0.1,4
1092,14711868,21,,3
1093,14711868,26,,5
1094,14711868,94,0.1,5
1095,14711868,85,0.1,2
1096,24915337,84,0.4,10
1097,24915337,72,0.4,6
1098,24915337,60,,3
1099,14243443,50,,5
1100,24915337,30,,4
1101,23028321,91,,8
1102,23401415,2,0.1,1
1103,11781238,22,0.1,3
1104,25095223,19,,3
1105,25095223,22,,3
1106,21141056,87,0.1,7
1107,25941122,71,0.1,4
1108,25941122,15,,1
1109,25941122,17,,1
1110,25941122,81,,5
1111,22174124,5,,2
1112,22962852,67,,4
1113,23481511,77,0.1,8
1114,22861735,58,0.1,3
1115,23857347,19,,3
1116,23481511,66,,3
1117,13702883,20,0.1,2
1118,25965144,61,,9
1119,24028861,17,,1
1120,25965144,35,,2
1121,24946017,51,,6
1122,25506008,50,,2
1123,25921152,21,0.1,3
1124,25921152,93,,9
1125,23106999,17,,6
1126,11802563,3,0.5,7
1127,11802563,59,0.5,3
1128,23106999,40,,2
1129,23911616,69,0.1,2
1130,23911616,16,,3
1131,24500805,94,0.15,8
1132,13528798,27,0.1,2
